label,channel_k,min,max,mean,sum
"Case 6 (OS, 1x1)",28,-42.501770,84.509293,0.057488,941.881165
"Case 6 (OS, 1x1)",29,-42.780769,82.705437,-0.011387,-186.559570
"Case 6 (OS, 1x1)",30,-43.972408,84.027527,-0.025181,-412.558838
"Case 6 (OS, 1x1)",31,-41.928078,88.613945,-0.024057,-394.155334
"Case 6 (OS, 1x1)",32,-42.812634,87.869514,0.022681,371.609650
"Case 6 (OS, 1x1)",33,-43.201462,82.623955,-0.056073,-918.694458
"Case 6 (OS, 1x1)",34,-42.724087,87.383301,0.047196,773.251587
"Case 6 (OS, 1x1)",35,-42.869358,87.797882,0.032745,536.498413
"Case 6 (OS, 1x1)",36,-42.889076,83.322411,-0.020341,-333.268677
"Case 6 (OS, 1x1)",37,-42.444149,88.426498,0.036566,599.102844
"Case 6 (OS, 1x1)",38,-42.384014,84.464752,0.013716,224.714767
"Case 6 (OS, 1x1)",39,-41.611435,88.835609,0.071150,1165.719727
"Case 6 (OS, 1x1)",40,-43.000195,85.567703,0.043686,715.748169
"Case 6 (OS, 1x1)",41,-42.200401,89.646835,0.025624,419.820404
"Case 6 (OS, 1x1)",42,-42.833778,86.270760,-0.040325,-660.687439
"Case 6 (OS, 1x1)",43,-43.136982,85.173477,-0.045025,-737.683655
"Case 6 (OS, 1x1)",44,-42.629341,85.394981,0.094064,1541.149170
"Case 6 (OS, 1x1)",45,-42.160290,89.244209,0.046958,769.364624
"Case 6 (OS, 1x1)",46,-41.235741,86.442177,0.111777,1831.349731
"Case 6 (OS, 1x1)",47,-43.084362,87.712837,0.048857,800.478821
"Case 6 (OS, 1x1)",48,-42.507168,82.289513,-0.087515,-1433.849365
"Case 6 (OS, 1x1)",49,-42.353722,82.742188,0.081184,1330.126709
"Case 6 (OS, 1x1)",50,-42.296062,84.860611,0.035858,587.498962
"Case 6 (OS, 1x1)",51,-42.514397,86.547249,0.040305,660.364197
"Case 6 (OS, 1x1)",52,-42.647579,86.709396,-0.022182,-363.436859
"Case 6 (OS, 1x1)",53,-43.285995,83.030861,0.018462,302.477722
"Case 6 (OS, 1x1)",54,-43.026348,84.852638,-0.011080,-181.542908
"Case 6 (OS, 1x1)",55,-43.762817,82.082451,0.022796,373.489380
"Case 6 (OS, 1x1)",56,-42.334057,86.063248,-0.013210,-216.433945
"Case 6 (OS, 1x1)",57,-42.972694,87.095940,0.008038,131.696991
"Case 6 (OS, 1x1)",58,-42.899197,86.909073,0.021009,344.215271
"Case 6 (OS, 1x1)",59,-42.374596,87.043716,-0.000515,-8.432818
"Case 6 (OS, 1x1)",60,-42.501770,86.494881,0.011198,183.469788
"Case 6 (OS, 1x1)",61,-42.780769,87.740799,0.115574,1893.565430
"Case 6 (OS, 1x1)",62,-43.972408,84.035469,0.072512,1188.032959
"Case 6 (OS, 1x1)",63,-41.928078,83.537697,-0.015223,-249.414764
"Case 6 (OS, 1x1)",64,-42.812634,82.513107,0.078912,1292.887817
"Case 6 (OS, 1x1)",65,-43.201462,86.981003,0.028647,469.348328
"Case 6 (OS, 1x1)",66,-42.724087,83.176224,0.014014,229.602814
"Case 6 (OS, 1x1)",67,-42.869358,82.471291,0.017996,294.847198
"Case 6 (OS, 1x1)",68,-42.889076,86.907188,-0.001384,-22.675241
"Case 6 (OS, 1x1)",69,-42.444149,82.692955,-0.025499,-417.774506
"Case 6 (OS, 1x1)",70,-42.384014,86.775047,-0.104584,-1713.496460
"Case 6 (OS, 1x1)",71,-41.611435,83.949440,0.003141,51.455307
"Case 6 (OS, 1x1)",72,-43.000195,84.439690,-0.012476,-204.412338
"Case 6 (OS, 1x1)",73,-42.200401,81.960136,0.002667,43.697281
"Case 6 (OS, 1x1)",74,-42.833778,84.069374,-0.008137,-133.312180
"Case 6 (OS, 1x1)",75,-43.136982,84.560417,0.000043,0.699219
"Case 6 (OS, 1x1)",76,-42.629341,85.354065,-0.012331,-202.037430
"Case 6 (OS, 1x1)",77,-42.160290,82.442947,0.013580,222.490356
"Case 6 (OS, 1x1)",78,-41.235741,87.094116,0.000264,4.322348
"Case 6 (OS, 1x1)",79,-43.084362,82.126183,0.060295,987.873840
"Case 6 (OS, 1x1)",80,-42.507168,88.703865,0.088318,1447.007080
"Case 6 (OS, 1x1)",81,-42.353722,88.558113,-0.018756,-307.297150
"Case 6 (OS, 1x1)",82,-42.296062,86.555016,0.031486,515.858582
"Case 6 (OS, 1x1)",83,-42.514397,84.431633,0.021590,353.729126
"Case 6 (OS, 1x1)",84,-42.647579,84.003250,0.070084,1148.249023
"Case 6 (OS, 1x1)",85,-43.285995,86.404930,0.017987,294.701141
"Case 6 (OS, 1x1)",86,-43.026348,85.102478,0.121625,1992.700195
"Case 6 (OS, 1x1)",87,-43.762817,86.399689,-0.006136,-100.533791
"Case 6 (OS, 1x1)",88,-42.334057,85.276527,0.030892,506.139862
"Case 6 (OS, 1x1)",89,-42.972694,82.966316,0.107307,1758.114014
"Case 6 (OS, 1x1)",90,-42.899197,83.300331,0.052649,862.593872
"Case 6 (OS, 1x1)",91,-42.374596,84.214973,0.053841,882.133057
"Case 6 (OS, 1x1)",92,-42.501770,84.509293,0.057488,941.881165
"Case 6 (OS, 1x1)",93,-42.780769,82.705437,-0.011387,-186.559570
"Case 6 (OS, 1x1)",94,-43.972408,84.027527,-0.025181,-412.558838
"Case 6 (OS, 1x1)",95,-41.928078,88.613945,-0.024057,-394.155334
"Case 6 (OS, 1x1)",96,-42.812634,87.869514,0.022681,371.609650
"Case 6 (OS, 1x1)",97,-43.201462,82.623955,-0.056073,-918.694458
"Case 6 (OS, 1x1)",98,-42.724087,87.383301,0.047196,773.251587
"Case 6 (OS, 1x1)",99,-42.869358,87.797882,0.032745,536.498413
"Case 6 (OS, 1x1)",100,-42.889076,83.322411,-0.020341,-333.268677
"Case 6 (OS, 1x1)",101,-42.444149,88.426498,0.036566,599.102844
"Case 6 (OS, 1x1)",102,-42.384014,84.464752,0.013716,224.714767
"Case 6 (OS, 1x1)",103,-41.611435,88.835609,0.071150,1165.719727
"Case 6 (OS, 1x1)",104,-43.000195,85.567703,0.043686,715.748169
"Case 6 (OS, 1x1)",105,-42.200401,89.646835,0.025624,419.820404
"Case 6 (OS, 1x1)",106,-42.833778,86.270760,-0.040325,-660.687439
"Case 6 (OS, 1x1)",107,-43.136982,85.173477,-0.045025,-737.683655
"Case 6 (OS, 1x1)",108,-42.629341,85.394981,0.094064,1541.149170
"Case 6 (OS, 1x1)",109,-42.160290,89.244209,0.046958,769.364624
"Case 6 (OS, 1x1)",110,-41.235741,86.442177,0.111777,1831.349731
"Case 6 (OS, 1x1)",111,-43.084362,87.712837,0.048857,800.478821
"Case 6 (OS, 1x1)",112,-42.507168,82.289513,-0.087515,-1433.849365
"Case 6 (OS, 1x1)",113,-42.353722,82.742188,0.081184,1330.126709
"Case 6 (OS, 1x1)",114,-42.296062,84.860611,0.035858,587.498962
"Case 6 (OS, 1x1)",115,-42.514397,86.547249,0.040305,660.364197
"Case 6 (OS, 1x1)",116,-42.647579,86.709396,-0.022182,-363.436859
"Case 6 (OS, 1x1)",117,-43.285995,83.030861,0.018462,302.477722
"Case 6 (OS, 1x1)",118,-43.026348,84.852638,-0.011080,-181.542908
"Case 6 (OS, 1x1)",119,-43.762817,82.082451,0.022796,373.489380
"Case 6 (OS, 1x1)",120,-42.334057,86.063248,-0.013210,-216.433945
"Case 6 (OS, 1x1)",121,-42.972694,87.095940,0.008038,131.696991
"Case 6 (OS, 1x1)",122,-42.899197,86.909073,0.021009,344.215271
"Case 6 (OS, 1x1)",123,-42.374596,87.043716,-0.000515,-8.432818
"Case 6 (OS, 1x1)",124,-42.501770,86.494881,0.011198,183.469788
"Case 6 (OS, 1x1)",125,-42.780769,87.740799,0.115574,1893.565430
"Case 6 (OS, 1x1)",126,-43.972408,84.035469,0.072512,1188.032959
"Case 6 (OS, 1x1)",127,-41.928078,83.537697,-0.015223,-249.414764
"Case 7 (WS, 5x5)",0,-218.746597,438.159790,0.474516,7774.470215
"Case 7 (WS, 5x5)",1,-219.186081,443.401184,1.433782,23491.080078
"Case 7 (WS, 5x5)",2,-231.319153,448.865356,-0.204535,-3351.100830
"Case 7 (WS, 5x5)",3,-229.522293,439.593018,1.087792,17822.384766
"Case 7 (WS, 5x5)",4,-223.189865,459.745056,0.805942,13204.545898
"Case 7 (WS, 5x5)",5,-221.391876,432.357056,-1.008470,-16522.777344
"Case 7 (WS, 5x5)",6,-228.400879,452.747101,0.866923,14203.659180
"Case 7 (WS, 5x5)",7,-234.172974,451.473480,-0.834309,-13669.318359
"Case 7 (WS, 5x5)",8,-231.979385,436.628296,1.226429,20093.808594
"Case 7 (WS, 5x5)",9,-218.837708,438.181946,0.619718,10153.467773
"Case 7 (WS, 5x5)",10,-221.001205,432.160889,-0.004614,-75.594658
"Case 7 (WS, 5x5)",11,-239.377365,446.423492,1.245692,20409.421875
"Case 7 (WS, 5x5)",12,-238.062729,452.200928,0.958935,15711.186523
"Case 7 (WS, 5x5)",13,-229.328171,433.726349,0.545753,8941.609375
"Case 7 (WS, 5x5)",14,-218.309036,435.563843,1.296544,21242.576172
"Case 7 (WS, 5x5)",15,-225.696655,442.339752,-0.235235,-3854.096924
"Case 7 (WS, 5x5)",16,-242.261353,449.929810,1.186258,19435.658203
"Case 7 (WS, 5x5)",17,-239.232513,459.745056,-0.459915,-7535.244629
"Case 7 (WS, 5x5)",18,-224.545914,426.839752,0.424303,6951.779297
"Case 7 (WS, 5x5)",19,-223.108490,448.641510,0.708619,11610.014648
"Case 7 (WS, 5x5)",20,-227.760742,432.717896,-1.097121,-17975.228516
"Case 7 (WS, 5x5)",21,-237.840042,436.358551,1.374660,22522.427734
"Case 7 (WS, 5x5)",22,-233.067261,457.189667,0.869581,14247.219727
"Case 7 (WS, 5x5)",23,-220.657043,432.408813,-0.184673,-3025.678223
"Case 7 (WS, 5x5)",24,-220.039062,442.755585,1.319886,21625.015625
"Case 7 (WS, 5x5)",25,-229.712738,452.200928,0.594621,9742.271484
"Case 7 (WS, 5x5)",26,-234.474747,432.799957,1.266878,20756.521484
"Case 7 (WS, 5x5)",27,-224.845993,441.878662,0.883757,14479.469727
"Case 7 (WS, 5x5)",28,-225.696655,438.216339,-0.202807,-3322.797363
"Case 7 (WS, 5x5)",29,-230.176178,443.258331,1.110408,18192.917969
"Case 7 (WS, 5x5)",30,-237.622299,452.917389,-0.736800,-12071.725586
"Case 7 (WS, 5x5)",31,-228.597336,437.234192,0.654692,10726.468750
"Case 7 (WS, 5x5)",32,-219.641479,438.134857,0.654958,10730.829102
"Case 7 (WS, 5x5)",33,-221.057343,433.274719,-0.777690,-12741.668945
"Case 7 (WS, 5x5)",34,-246.585388,445.272491,1.192683,19540.912109
"Case 7 (WS, 5x5)",35,-240.966797,457.189667,0.179811,2946.028076
"Case 7 (WS, 5x5)",36,-233.577560,434.288879,0.658253,10784.816406
"Case 7 (WS, 5x5)",37,-220.313339,434.887817,1.179927,19331.916016
"Case 7 (WS, 5x5)",38,-228.833542,437.248291,0.409064,6702.097656
"Case 7 (WS, 5x5)",39,-243.364426,450.049805,1.489466,24403.414062
"Case 7 (WS, 5x5)",40,-238.834961,444.138000,0.280424,4594.463379
"Case 7 (WS, 5x5)",41,-218.156494,438.685638,0.540213,8850.841797
"Case 7 (WS, 5x5)",42,-232.759018,437.613373,1.096345,17962.517578
"Case 7 (WS, 5x5)",43,-228.526764,440.109558,-1.146999,-18792.429688
"Case 7 (WS, 5x5)",44,-230.838501,434.742340,0.777555,12739.467773
"Case 7 (WS, 5x5)",45,-232.493622,459.115631,0.858368,14063.493164
"Case 7 (WS, 5x5)",46,-220.624786,433.274719,-0.767725,-12578.409180
"Case 7 (WS, 5x5)",47,-229.016205,443.539551,1.144505,18751.566406
"Case 7 (WS, 5x5)",48,-233.393997,450.377472,-0.161924,-2652.963379
"Case 7 (WS, 5x5)",49,-229.328217,432.276489,1.366712,22392.214844
"Case 7 (WS, 5x5)",50,-220.283569,437.625183,0.726580,11904.288086
"Case 7 (WS, 5x5)",51,-227.304001,438.159790,0.503093,8242.679688
"Case 7 (WS, 5x5)",52,-231.809097,445.389526,1.327894,21756.216797
"Case 7 (WS, 5x5)",53,-235.536377,448.865356,0.264289,4330.115234
"Case 7 (WS, 5x5)",54,-228.562119,438.367889,0.612786,10039.892578
"Case 7 (WS, 5x5)",55,-230.209152,435.193054,1.053642,17262.871094
"Case 7 (WS, 5x5)",56,-224.209549,432.093170,-1.028800,-16855.857422
"Case 7 (WS, 5x5)",57,-242.123596,458.618744,0.843192,13814.851562
"Case 7 (WS, 5x5)",58,-238.039246,459.115631,-0.529529,-8675.799805
"Case 7 (WS, 5x5)",59,-230.939743,430.649323,0.607039,9945.722656
"Case 7 (WS, 5x5)",60,-224.120941,442.643372,0.970086,15893.894531
"Case 7 (WS, 5x5)",61,-230.980637,432.083740,-0.242405,-3971.557617
"Case 7 (WS, 5x5)",62,-236.294006,448.626495,1.553779,25457.119141
"Case 7 (WS, 5x5)",63,-234.075333,450.806152,0.831479,13622.959961
"Case 8 (IS, 7x7, s2)",0,-320.700043,624.554993,-0.260837,-1068.388672
"Case 8 (IS, 7x7, s2)",1,-317.520447,607.157532,2.110091,8642.931641
"Case 8 (IS, 7x7, s2)",2,-322.372131,606.969299,1.061864,4349.393555
"Case 8 (IS, 7x7, s2)",3,-308.192261,602.401917,-2.144877,-8785.416992
"Case 8 (IS, 7x7, s2)",4,-324.046722,607.894226,1.187580,4864.326172
"Case 8 (IS, 7x7, s2)",5,-316.480957,625.645874,2.703732,11074.488281
"Case 8 (IS, 7x7, s2)",6,-330.085358,611.875183,-1.885310,-7722.229004
"Case 8 (IS, 7x7, s2)",7,-318.021606,597.369751,1.564675,6408.910156
"Case 8 (IS, 7x7, s2)",8,-332.955261,620.007629,3.933544,16111.794922
"Case 8 (IS, 7x7, s2)",9,-330.238037,626.882202,1.049948,4300.585449
"Case 8 (IS, 7x7, s2)",10,-319.149506,602.157959,-0.469892,-1924.676392
"Case 8 (IS, 7x7, s2)",11,-323.448669,611.640869,3.258809,13348.080078
"Case 8 (IS, 7x7, s2)",12,-309.564362,624.659668,1.103248,4518.902344
"Case 8 (IS, 7x7, s2)",13,-318.768463,603.294189,-2.130656,-8727.165039
"Case 8 (IS, 7x7, s2)",14,-326.649170,600.922485,1.376964,5640.045898
"Case 8 (IS, 7x7, s2)",15,-319.730072,605.992493,-0.405434,-1660.658691
"Case 8 (IS, 7x7, s2)",16,-302.575836,611.672119,0.870136,3564.077393
"Case 8 (IS, 7x7, s2)",17,-328.083099,611.701050,4.555534,18659.468750
"Case 8 (IS, 7x7, s2)",18,-313.460724,607.270813,0.142940,585.484253
"Case 8 (IS, 7x7, s2)",19,-315.443359,602.229980,0.297618,1219.042725
"Case 8 (IS, 7x7, s2)",20,-315.741669,604.119568,2.872401,11765.354492
"Case 8 (IS, 7x7, s2)",21,-320.143280,636.734131,1.428975,5853.083496
"Case 8 (IS, 7x7, s2)",22,-313.838348,605.835999,-3.125377,-12801.542969
"Case 8 (IS, 7x7, s2)",23,-334.704529,594.622009,2.490200,10199.860352
"Case 8 (IS, 7x7, s2)",24,-318.732758,598.465759,-1.143864,-4685.266113
"Case 8 (IS, 7x7, s2)",25,-319.990967,616.632996,1.289777,5282.928223
"Case 8 (IS, 7x7, s2)",26,-329.132874,626.578796,3.685868,15097.313477
"Case 8 (IS, 7x7, s2)",27,-319.605682,606.283813,1.720463,7047.015625
"Case 8 (IS, 7x7, s2)",28,-321.618622,596.610840,-1.583324,-6485.295410
"Case 8 (IS, 7x7, s2)",29,-325.306305,621.948181,4.314900,17673.832031
"Case 8 (IS, 7x7, s2)",30,-321.108643,624.667358,0.764105,3129.776123
"Case 8 (IS, 7x7, s2)",31,-332.021820,600.936218,-2.495175,-10220.235352
"Case 8 (IS, 7x7, s2)",32,-336.382782,604.074829,1.457890,5971.518066
"Case 8 (IS, 7x7, s2)",33,-325.367249,620.512268,0.348819,1428.760986
"Case 8 (IS, 7x7, s2)",34,-316.951996,609.609131,0.456497,1869.812988
"Case 8 (IS, 7x7, s2)",35,-308.904327,609.985291,4.199930,17202.914062
"Case 8 (IS, 7x7, s2)",36,-317.060394,611.062012,0.751132,3076.635498
"Case 8 (IS, 7x7, s2)",37,-312.453430,599.687378,-0.156216,-639.861694
"Case 8 (IS, 7x7, s2)",38,-321.061371,617.829102,3.077529,12605.559570
"Case 8 (IS, 7x7, s2)",39,-327.247101,636.726501,1.821193,7459.606445
"Case 8 (IS, 7x7, s2)",40,-331.047638,605.893372,-3.641754,-14916.625000
"Case 8 (IS, 7x7, s2)",41,-326.598694,602.974609,2.414688,9890.562500
"Case 8 (IS, 7x7, s2)",42,-320.743256,623.570251,2.021446,8279.842773
"Case 8 (IS, 7x7, s2)",43,-328.809906,620.904724,-1.159665,-4749.989258
"Case 8 (IS, 7x7, s2)",44,-317.371887,597.832581,1.243044,5091.509277
"Case 8 (IS, 7x7, s2)",45,-316.424225,610.649658,3.870791,15854.761719
"Case 8 (IS, 7x7, s2)",46,-307.412506,625.841736,0.231048,946.373230
"Case 8 (IS, 7x7, s2)",47,-317.278168,605.241638,2.433666,9968.296875
"Case 8 (IS, 7x7, s2)",48,-315.205658,607.093384,1.064591,4360.563477
"Case 8 (IS, 7x7, s2)",49,-330.497162,593.000061,-2.588917,-10604.205078
"Case 8 (IS, 7x7, s2)",50,-308.765106,597.820129,1.388929,5689.054199
"Case 8 (IS, 7x7, s2)",51,-317.351074,626.993958,2.766512,11331.631836
"Case 8 (IS, 7x7, s2)",52,-307.942566,607.776672,-2.347818,-9616.663086
"Case 8 (IS, 7x7, s2)",53,-325.296600,597.828979,2.126615,8710.613281
"Case 8 (IS, 7x7, s2)",54,-316.169342,598.906677,3.422607,14018.999023
"Case 8 (IS, 7x7, s2)",55,-323.029358,624.888611,0.608610,2492.864990
"Case 8 (IS, 7x7, s2)",56,-318.149536,622.181152,1.633183,6689.518066
"Case 8 (IS, 7x7, s2)",57,-320.506439,608.415344,2.156991,8835.037109
"Case 8 (IS, 7x7, s2)",58,-316.759857,599.149597,-3.791403,-15529.586914
"Case 8 (IS, 7x7, s2)",59,-323.059143,616.959290,2.206698,9038.636719
"Case 8 (IS, 7x7, s2)",60,-326.867279,626.383972,1.926235,7889.858398
"Case 8 (IS, 7x7, s2)",61,-328.123688,605.628235,-0.877935,-3596.023682
"Case 8 (IS, 7x7, s2)",62,-325.895264,602.974609,0.440615,1804.758789
"Case 8 (IS, 7x7, s2)",63,-336.330231,625.265259,5.061094,20730.242188
"Case 9 (OS, K=256)",0,-130.865555,251.642609,-0.033456,-548.143433
"Case 9 (OS, K=256)",1,-139.394165,262.702698,0.244436,4004.833252
"Case 9 (OS, K=256)",2,-136.396790,274.064575,0.423230,6934.207520
"Case 9 (OS, K=256)",3,-136.728500,265.420227,0.428735,7024.393555
"Case 9 (OS, K=256)",4,-132.757034,271.143402,0.186533,3056.155029
"Case 9 (OS, K=256)",5,-126.448807,267.325073,0.251837,4126.091309
"Case 9 (OS, K=256)",6,-132.778564,263.720764,0.361985,5930.757324
"Case 9 (OS, K=256)",7,-133.091339,254.754669,-0.686695,-11250.809570
"Case 9 (OS, K=256)",8,-142.798996,260.329590,0.169380,2775.113770
"Case 9 (OS, K=256)",9,-135.409821,265.430969,0.326046,5341.937012
"Case 9 (OS, K=256)",10,-135.260269,258.715546,0.182141,2984.194824
"Case 9 (OS, K=256)",11,-128.920441,259.293579,0.161817,2651.204590
"Case 9 (OS, K=256)",12,-125.934837,256.955505,0.397761,6516.922852
"Case 9 (OS, K=256)",13,-133.251694,261.218506,0.257478,4218.521484
"Case 9 (OS, K=256)",14,-133.505463,255.337570,-0.578862,-9484.070312
"Case 9 (OS, K=256)",15,-136.598450,260.630066,0.023102,378.508972
"Case 9 (OS, K=256)",16,-137.727570,267.245209,0.377633,6187.144531
"Case 9 (OS, K=256)",17,-137.651917,263.555573,0.474350,7771.752930
"Case 9 (OS, K=256)",18,-128.693054,266.131165,0.223526,3662.252686
"Case 9 (OS, K=256)",19,-126.989655,257.718109,0.472528,7741.902344
"Case 9 (OS, K=256)",20,-133.505554,268.734894,0.149220,2444.824463
"Case 9 (OS, K=256)",21,-133.054535,254.079147,0.212638,3483.860352
"Case 9 (OS, K=256)",22,-135.500580,265.191528,-0.107701,-1764.574829
"Case 9 (OS, K=256)",23,-134.076523,266.285248,0.482563,7906.319336
"Case 9 (OS, K=256)",24,-133.994385,262.567200,0.580661,9513.556641
"Case 9 (OS, K=256)",25,-130.069107,260.650238,0.208974,3423.829102
"Case 9 (OS, K=256)",26,-128.533630,265.365112,0.234469,3841.538574
"Case 9 (OS, K=256)",27,-137.051910,267.974854,0.154050,2523.952637
"Case 9 (OS, K=256)",28,-136.339157,256.586609,-0.296233,-4853.475586
"Case 9 (OS, K=256)",29,-134.967590,263.534271,-0.204704,-3353.871582
"Case 9 (OS, K=256)",30,-130.773972,260.376465,0.406051,6652.742676
"Case 9 (OS, K=256)",31,-133.832504,254.462631,0.300559,4924.359375
"Case 9 (OS, K=256)",32,-132.720490,265.235291,0.241088,3949.988281
"Case 9 (OS, K=256)",33,-133.354813,268.857605,0.276113,4523.840820
"Case 9 (OS, K=256)",34,-138.715073,266.296387,0.152585,2499.951416
"Case 9 (OS, K=256)",35,-135.139664,258.720398,-0.282075,-4621.523438
"Case 9 (OS, K=256)",36,-136.539276,264.143005,-0.170702,-2796.776611
"Case 9 (OS, K=256)",37,-125.981621,257.464478,0.239123,3917.792969
"Case 9 (OS, K=256)",38,-131.047302,262.294617,0.421842,6911.463379
"Case 9 (OS, K=256)",39,-134.826965,270.228088,0.461479,7560.875977
"Case 9 (OS, K=256)",40,-134.494873,279.912079,0.291630,4778.066895
"Case 9 (OS, K=256)",41,-133.086929,260.247284,0.265138,4344.020508
"Case 9 (OS, K=256)",42,-133.730774,254.976837,0.302270,4952.385742
"Case 9 (OS, K=256)",43,-132.685074,254.439026,-0.127193,-2083.924561
"Case 9 (OS, K=256)",44,-125.919952,251.787369,0.367090,6014.400879
"Case 9 (OS, K=256)",45,-133.310715,262.721893,0.429469,7036.421875
"Case 9 (OS, K=256)",46,-135.961761,266.312225,0.362980,5947.056152
"Case 9 (OS, K=256)",47,-134.966141,273.703094,0.317197,5196.948242
"Case 9 (OS, K=256)",48,-137.051910,259.129028,0.107011,1753.262451
"Case 9 (OS, K=256)",49,-141.706619,257.060394,-0.240197,-3935.388916
"Case 9 (OS, K=256)",50,-128.410461,250.852890,-0.176433,-2890.676514
"Case 9 (OS, K=256)",51,-126.653084,254.744598,0.224789,3682.944336
"Case 9 (OS, K=256)",52,-135.190323,268.135498,0.482443,7904.353516
"Case 9 (OS, K=256)",53,-132.749298,270.112030,0.083729,1371.820312
"Case 9 (OS, K=256)",54,-134.076843,269.720490,0.323833,5305.676758
"Case 9 (OS, K=256)",55,-135.987396,263.243530,0.225385,3692.715332
"Case 9 (OS, K=256)",56,-134.497559,259.383118,-0.301748,-4943.840820
"Case 9 (OS, K=256)",57,-128.991287,253.963745,-0.081626,-1337.359009
"Case 9 (OS, K=256)",58,-130.653473,256.018463,0.117902,1931.714355
"Case 9 (OS, K=256)",59,-139.651764,269.856415,0.471366,7722.859375
"Case 9 (OS, K=256)",60,-137.651917,265.899689,0.356190,5835.820312
"Case 9 (OS, K=256)",61,-134.494873,275.486389,0.271414,4446.846680
"Case 9 (OS, K=256)",62,-129.151932,258.853577,0.345232,5656.273926
"Case 9 (OS, K=256)",63,-132.926483,264.409607,0.301020,4931.918457
"Case 9 (OS, K=256)",64,-130.865555,251.642609,-0.033456,-548.143433
"Case 9 (OS, K=256)",65,-139.394165,262.702698,0.244436,4004.833252
"Case 9 (OS, K=256)",66,-136.396790,274.064575,0.423230,6934.207520
"Case 9 (OS, K=256)",67,-136.728500,265.420227,0.428735,7024.393555
"Case 9 (OS, K=256)",68,-132.757034,271.143402,0.186533,3056.155029
"Case 9 (OS, K=256)",69,-126.448807,267.325073,0.251837,4126.091309
"Case 9 (OS, K=256)",70,-132.778564,263.720764,0.361985,5930.757324
"Case 9 (OS, K=256)",71,-133.091339,254.754669,-0.686695,-11250.809570
"Case 9 (OS, K=256)",72,-142.798996,260.329590,0.169380,2775.113770
"Case 9 (OS, K=256)",73,-135.409821,265.430969,0.326046,5341.937012
"Case 9 (OS, K=256)",74,-135.260269,258.715546,0.182141,2984.194824
"Case 9 (OS, K=256)",75,-128.920441,259.293579,0.161817,2651.204590
"Case 9 (OS, K=256)",76,-125.934837,256.955505,0.397761,6516.922852
"Case 9 (OS, K=256)",77,-133.251694,261.218506,0.257478,4218.521484
"Case 9 (OS, K=256)",78,-133.505463,255.337570,-0.578862,-9484.070312
"Case 9 (OS, K=256)",79,-136.598450,260.630066,0.023102,378.508972
"Case 9 (OS, K=256)",80,-137.727570,267.245209,0.377633,6187.144531
"Case 9 (OS, K=256)",81,-137.651917,263.555573,0.474350,7771.752930
"Case 9 (OS, K=256)",82,-128.693054,266.131165,0.223526,3662.252686
"Case 9 (OS, K=256)",83,-126.989655,257.718109,0.472528,7741.902344
"Case 9 (OS, K=256)",84,-133.505554,268.734894,0.149220,2444.824463
"Case 9 (OS, K=256)",85,-133.054535,254.079147,0.212638,3483.860352
"Case 9 (OS, K=256)",86,-135.500580,265.191528,-0.107701,-1764.574829
"Case 9 (OS, K=256)",87,-134.076523,266.285248,0.482563,7906.319336
"Case 9 (OS, K=256)",88,-133.994385,262.567200,0.580661,9513.556641
"Case 9 (OS, K=256)",89,-130.069107,260.650238,0.208974,3423.829102
"Case 9 (OS, K=256)",90,-128.533630,265.365112,0.234469,3841.538574
"Case 9 (OS, K=256)",91,-137.051910,267.974854,0.154050,2523.952637
"Case 9 (OS, K=256)",92,-136.339157,256.586609,-0.296233,-4853.475586
"Case 9 (OS, K=256)",93,-134.967590,263.534271,-0.204704,-3353.871582
"Case 9 (OS, K=256)",94,-130.773972,260.376465,0.406051,6652.742676
"Case 9 (OS, K=256)",95,-133.832504,254.462631,0.300559,4924.359375
"Case 9 (OS, K=256)",96,-132.720490,265.235291,0.241088,3949.988281
"Case 9 (OS, K=256)",97,-133.354813,268.857605,0.276113,4523.840820
"Case 9 (OS, K=256)",98,-138.715073,266.296387,0.152585,2499.951416
"Case 9 (OS, K=256)",99,-135.139664,258.720398,-0.282075,-4621.523438
"Case 9 (OS, K=256)",100,-136.539276,264.143005,-0.170702,-2796.776611
"Case 9 (OS, K=256)",101,-125.981621,257.464478,0.239123,3917.792969
"Case 9 (OS, K=256)",102,-131.047302,262.294617,0.421842,6911.463379
"Case 9 (OS, K=256)",103,-134.826965,270.228088,0.461479,7560.875977
"Case 9 (OS, K=256)",104,-134.494873,279.912079,0.291630,4778.066895
"Case 9 (OS, K=256)",105,-133.086929,260.247284,0.265138,4344.020508
"Case 9 (OS, K=256)",106,-133.730774,254.976837,0.302270,4952.385742
"Case 9 (OS, K=256)",107,-132.685074,254.439026,-0.127193,-2083.924561
"Case 9 (OS, K=256)",108,-125.919952,251.787369,0.367090,6014.400879
"Case 9 (OS, K=256)",109,-133.310715,262.721893,0.429469,7036.421875
"Case 9 (OS, K=256)",110,-135.961761,266.312225,0.362980,5947.056152
"Case 9 (OS, K=256)",111,-134.966141,273.703094,0.317197,5196.948242
"Case 9 (OS, K=256)",112,-137.051910,259.129028,0.107011,1753.262451
"Case 9 (OS, K=256)",113,-141.706619,257.060394,-0.240197,-3935.388916
"Case 9 (OS, K=256)",114,-128.410461,250.852890,-0.176433,-2890.676514
"Case 9 (OS, K=256)",115,-126.653084,254.744598,0.224789,3682.944336
"Case 9 (OS, K=256)",116,-135.190323,268.135498,0.482443,7904.353516
