label,channel_k,min,max,mean,sum
"Case 9 (OS, K=256)",117,-132.749298,270.112030,0.083729,1371.820312
"Case 9 (OS, K=256)",118,-134.076843,269.720490,0.323833,5305.676758
"Case 9 (OS, K=256)",119,-135.987396,263.243530,0.225385,3692.715332
"Case 9 (OS, K=256)",120,-134.497559,259.383118,-0.301748,-4943.840820
"Case 9 (OS, K=256)",121,-128.991287,253.963745,-0.081626,-1337.359009
"Case 9 (OS, K=256)",122,-130.653473,256.018463,0.117902,1931.714355
"Case 9 (OS, K=256)",123,-139.651764,269.856415,0.471366,7722.859375
"Case 9 (OS, K=256)",124,-137.651917,265.899689,0.356190,5835.820312
"Case 9 (OS, K=256)",125,-134.494873,275.486389,0.271414,4446.846680
"Case 9 (OS, K=256)",126,-129.151932,258.853577,0.345232,5656.273926
"Case 9 (OS, K=256)",127,-132.926483,264.409607,0.301020,4931.918457
"Case 9 (OS, K=256)",128,-130.865555,251.642609,-0.033456,-548.143433
"Case 9 (OS, K=256)",129,-139.394165,262.702698,0.244436,4004.833252
"Case 9 (OS, K=256)",130,-136.396790,274.064575,0.423230,6934.207520
"Case 9 (OS, K=256)",131,-136.728500,265.420227,0.428735,7024.393555
"Case 9 (OS, K=256)",132,-132.757034,271.143402,0.186533,3056.155029
"Case 9 (OS, K=256)",133,-126.448807,267.325073,0.251837,4126.091309
"Case 9 (OS, K=256)",134,-132.778564,263.720764,0.361985,5930.757324
"Case 9 (OS, K=256)",135,-133.091339,254.754669,-0.686695,-11250.809570
"Case 9 (OS, K=256)",136,-142.798996,260.329590,0.169380,2775.113770
"Case 9 (OS, K=256)",137,-135.409821,265.430969,0.326046,5341.937012
"Case 9 (OS, K=256)",138,-135.260269,258.715546,0.182141,2984.194824
"Case 9 (OS, K=256)",139,-128.920441,259.293579,0.161817,2651.204590
"Case 9 (OS, K=256)",140,-125.934837,256.955505,0.397761,6516.922852
"Case 9 (OS, K=256)",141,-133.251694,261.218506,0.257478,4218.521484
"Case 9 (OS, K=256)",142,-133.505463,255.337570,-0.578862,-9484.070312
"Case 9 (OS, K=256)",143,-136.598450,260.630066,0.023102,378.508972
"Case 9 (OS, K=256)",144,-137.727570,267.245209,0.377633,6187.144531
"Case 9 (OS, K=256)",145,-137.651917,263.555573,0.474350,7771.752930
"Case 9 (OS, K=256)",146,-128.693054,266.131165,0.223526,3662.252686
"Case 9 (OS, K=256)",147,-126.989655,257.718109,0.472528,7741.902344
"Case 9 (OS, K=256)",148,-133.505554,268.734894,0.149220,2444.824463
"Case 9 (OS, K=256)",149,-133.054535,254.079147,0.212638,3483.860352
"Case 9 (OS, K=256)",150,-135.500580,265.191528,-0.107701,-1764.574829
"Case 9 (OS, K=256)",151,-134.076523,266.285248,0.482563,7906.319336
"Case 9 (OS, K=256)",152,-133.994385,262.567200,0.580661,9513.556641
"Case 9 (OS, K=256)",153,-130.069107,260.650238,0.208974,3423.829102
"Case 9 (OS, K=256)",154,-128.533630,265.365112,0.234469,3841.538574
"Case 9 (OS, K=256)",155,-137.051910,267.974854,0.154050,2523.952637
"Case 9 (OS, K=256)",156,-136.339157,256.586609,-0.296233,-4853.475586
"Case 9 (OS, K=256)",157,-134.967590,263.534271,-0.204704,-3353.871582
"Case 9 (OS, K=256)",158,-130.773972,260.376465,0.406051,6652.742676
"Case 9 (OS, K=256)",159,-133.832504,254.462631,0.300559,4924.359375
"Case 9 (OS, K=256)",160,-132.720490,265.235291,0.241088,3949.988281
"Case 9 (OS, K=256)",161,-133.354813,268.857605,0.276113,4523.840820
"Case 9 (OS, K=256)",162,-138.715073,266.296387,0.152585,2499.951416
"Case 9 (OS, K=256)",163,-135.139664,258.720398,-0.282075,-4621.523438
"Case 9 (OS, K=256)",164,-136.539276,264.143005,-0.170702,-2796.776611
"Case 9 (OS, K=256)",165,-125.981621,257.464478,0.239123,3917.792969
"Case 9 (OS, K=256)",166,-131.047302,262.294617,0.421842,6911.463379
"Case 9 (OS, K=256)",167,-134.826965,270.228088,0.461479,7560.875977
"Case 9 (OS, K=256)",168,-134.494873,279.912079,0.291630,4778.066895
"Case 9 (OS, K=256)",169,-133.086929,260.247284,0.265138,4344.020508
"Case 9 (OS, K=256)",170,-133.730774,254.976837,0.302270,4952.385742
"Case 9 (OS, K=256)",171,-132.685074,254.439026,-0.127193,-2083.924561
"Case 9 (OS, K=256)",172,-125.919952,251.787369,0.367090,6014.400879
"Case 9 (OS, K=256)",173,-133.310715,262.721893,0.429469,7036.421875
"Case 9 (OS, K=256)",174,-135.961761,266.312225,0.362980,5947.056152
"Case 9 (OS, K=256)",175,-134.966141,273.703094,0.317197,5196.948242
"Case 9 (OS, K=256)",176,-137.051910,259.129028,0.107011,1753.262451
"Case 9 (OS, K=256)",177,-141.706619,257.060394,-0.240197,-3935.388916
"Case 9 (OS, K=256)",178,-128.410461,250.852890,-0.176433,-2890.676514
"Case 9 (OS, K=256)",179,-126.653084,254.744598,0.224789,3682.944336
"Case 9 (OS, K=256)",180,-135.190323,268.135498,0.482443,7904.353516
"Case 9 (OS, K=256)",181,-132.749298,270.112030,0.083729,1371.820312
"Case 9 (OS, K=256)",182,-134.076843,269.720490,0.323833,5305.676758
"Case 9 (OS, K=256)",183,-135.987396,263.243530,0.225385,3692.715332
"Case 9 (OS, K=256)",184,-134.497559,259.383118,-0.301748,-4943.840820
"Case 9 (OS, K=256)",185,-128.991287,253.963745,-0.081626,-1337.359009
"Case 9 (OS, K=256)",186,-130.653473,256.018463,0.117902,1931.714355
"Case 9 (OS, K=256)",187,-139.651764,269.856415,0.471366,7722.859375
"Case 9 (OS, K=256)",188,-137.651917,265.899689,0.356190,5835.820312
"Case 9 (OS, K=256)",189,-134.494873,275.486389,0.271414,4446.846680
"Case 9 (OS, K=256)",190,-129.151932,258.853577,0.345232,5656.273926
"Case 9 (OS, K=256)",191,-132.926483,264.409607,0.301020,4931.918457
"Case 9 (OS, K=256)",192,-130.865555,251.642609,-0.033456,-548.143433
"Case 9 (OS, K=256)",193,-139.394165,262.702698,0.244436,4004.833252
"Case 9 (OS, K=256)",194,-136.396790,274.064575,0.423230,6934.207520
"Case 9 (OS, K=256)",195,-136.728500,265.420227,0.428735,7024.393555
"Case 9 (OS, K=256)",196,-132.757034,271.143402,0.186533,3056.155029
"Case 9 (OS, K=256)",197,-126.448807,267.325073,0.251837,4126.091309
"Case 9 (OS, K=256)",198,-132.778564,263.720764,0.361985,5930.757324
"Case 9 (OS, K=256)",199,-133.091339,254.754669,-0.686695,-11250.809570
"Case 9 (OS, K=256)",200,-142.798996,260.329590,0.169380,2775.113770
"Case 9 (OS, K=256)",201,-135.409821,265.430969,0.326046,5341.937012
"Case 9 (OS, K=256)",202,-135.260269,258.715546,0.182141,2984.194824
"Case 9 (OS, K=256)",203,-128.920441,259.293579,0.161817,2651.204590
"Case 9 (OS, K=256)",204,-125.934837,256.955505,0.397761,6516.922852
"Case 9 (OS, K=256)",205,-133.251694,261.218506,0.257478,4218.521484
"Case 9 (OS, K=256)",206,-133.505463,255.337570,-0.578862,-9484.070312
"Case 9 (OS, K=256)",207,-136.598450,260.630066,0.023102,378.508972
"Case 9 (OS, K=256)",208,-137.727570,267.245209,0.377633,6187.144531
"Case 9 (OS, K=256)",209,-137.651917,263.555573,0.474350,7771.752930
"Case 9 (OS, K=256)",210,-128.693054,266.131165,0.223526,3662.252686
"Case 9 (OS, K=256)",211,-126.989655,257.718109,0.472528,7741.902344
"Case 9 (OS, K=256)",212,-133.505554,268.734894,0.149220,2444.824463
"Case 9 (OS, K=256)",213,-133.054535,254.079147,0.212638,3483.860352
"Case 9 (OS, K=256)",214,-135.500580,265.191528,-0.107701,-1764.574829
"Case 9 (OS, K=256)",215,-134.076523,266.285248,0.482563,7906.319336
"Case 9 (OS, K=256)",216,-133.994385,262.567200,0.580661,9513.556641
"Case 9 (OS, K=256)",217,-130.069107,260.650238,0.208974,3423.829102
"Case 9 (OS, K=256)",218,-128.533630,265.365112,0.234469,3841.538574
"Case 9 (OS, K=256)",219,-137.051910,267.974854,0.154050,2523.952637
"Case 9 (OS, K=256)",220,-136.339157,256.586609,-0.296233,-4853.475586
"Case 9 (OS, K=256)",221,-134.967590,263.534271,-0.204704,-3353.871582
"Case 9 (OS, K=256)",222,-130.773972,260.376465,0.406051,6652.742676
"Case 9 (OS, K=256)",223,-133.832504,254.462631,0.300559,4924.359375
"Case 9 (OS, K=256)",224,-132.720490,265.235291,0.241088,3949.988281
"Case 9 (OS, K=256)",225,-133.354813,268.857605,0.276113,4523.840820
"Case 9 (OS, K=256)",226,-138.715073,266.296387,0.152585,2499.951416
"Case 9 (OS, K=256)",227,-135.139664,258.720398,-0.282075,-4621.523438
"Case 9 (OS, K=256)",228,-136.539276,264.143005,-0.170702,-2796.776611
"Case 9 (OS, K=256)",229,-125.981621,257.464478,0.239123,3917.792969
"Case 9 (OS, K=256)",230,-131.047302,262.294617,0.421842,6911.463379
"Case 9 (OS, K=256)",231,-134.826965,270.228088,0.461479,7560.875977
"Case 9 (OS, K=256)",232,-134.494873,279.912079,0.291630,4778.066895
"Case 9 (OS, K=256)",233,-133.086929,260.247284,0.265138,4344.020508
"Case 9 (OS, K=256)",234,-133.730774,254.976837,0.302270,4952.385742
"Case 9 (OS, K=256)",235,-132.685074,254.439026,-0.127193,-2083.924561
"Case 9 (OS, K=256)",236,-125.919952,251.787369,0.367090,6014.400879
"Case 9 (OS, K=256)",237,-133.310715,262.721893,0.429469,7036.421875
"Case 9 (OS, K=256)",238,-135.961761,266.312225,0.362980,5947.056152
"Case 9 (OS, K=256)",239,-134.966141,273.703094,0.317197,5196.948242
"Case 9 (OS, K=256)",240,-137.051910,259.129028,0.107011,1753.262451
"Case 9 (OS, K=256)",241,-141.706619,257.060394,-0.240197,-3935.388916
"Case 9 (OS, K=256)",242,-128.410461,250.852890,-0.176433,-2890.676514
"Case 9 (OS, K=256)",243,-126.653084,254.744598,0.224789,3682.944336
"Case 9 (OS, K=256)",244,-135.190323,268.135498,0.482443,7904.353516
"Case 9 (OS, K=256)",245,-132.749298,270.112030,0.083729,1371.820312
"Case 9 (OS, K=256)",246,-134.076843,269.720490,0.323833,5305.676758
"Case 9 (OS, K=256)",247,-135.987396,263.243530,0.225385,3692.715332
"Case 9 (OS, K=256)",248,-134.497559,259.383118,-0.301748,-4943.840820
"Case 9 (OS, K=256)",249,-128.991287,253.963745,-0.081626,-1337.359009
"Case 9 (OS, K=256)",250,-130.653473,256.018463,0.117902,1931.714355
"Case 9 (OS, K=256)",251,-139.651764,269.856415,0.471366,7722.859375
"Case 9 (OS, K=256)",252,-137.651917,265.899689,0.356190,5835.820312
"Case 9 (OS, K=256)",253,-134.494873,275.486389,0.271414,4446.846680
"Case 9 (OS, K=256)",254,-129.151932,258.853577,0.345232,5656.273926
"Case 9 (OS, K=256)",255,-132.926483,264.409607,0.301020,4931.918457
"Case 10 (WS, K=256)",0,-130.865555,251.642609,-0.033456,-548.143433
"Case 10 (WS, K=256)",1,-139.394165,262.702698,0.244436,4004.833252
"Case 10 (WS, K=256)",2,-136.396790,274.064575,0.423230,6934.207520
"Case 10 (WS, K=256)",3,-136.728500,265.420227,0.428735,7024.393555
"Case 10 (WS, K=256)",4,-132.757034,271.143402,0.186533,3056.155029
"Case 10 (WS, K=256)",5,-126.448807,267.325073,0.251837,4126.091309
"Case 10 (WS, K=256)",6,-132.778564,263.720764,0.361985,5930.757324
"Case 10 (WS, K=256)",7,-133.091339,254.754669,-0.686695,-11250.809570
"Case 10 (WS, K=256)",8,-142.798996,260.329590,0.169380,2775.113770
"Case 10 (WS, K=256)",9,-135.409821,265.430969,0.326046,5341.937012
"Case 10 (WS, K=256)",10,-135.260269,258.715546,0.182141,2984.194824
"Case 10 (WS, K=256)",11,-128.920441,259.293579,0.161817,2651.204590
"Case 10 (WS, K=256)",12,-125.934837,256.955505,0.397761,6516.922852
"Case 10 (WS, K=256)",13,-133.251694,261.218506,0.257478,4218.521484
"Case 10 (WS, K=256)",14,-133.505463,255.337570,-0.578862,-9484.070312
"Case 10 (WS, K=256)",15,-136.598450,260.630066,0.023102,378.508972
"Case 10 (WS, K=256)",16,-137.727570,267.245209,0.377633,6187.144531
"Case 10 (WS, K=256)",17,-137.651917,263.555573,0.474350,7771.752930
"Case 10 (WS, K=256)",18,-128.693054,266.131165,0.223526,3662.252686
"Case 10 (WS, K=256)",19,-126.989655,257.718109,0.472528,7741.902344
"Case 10 (WS, K=256)",20,-133.505554,268.734894,0.149220,2444.824463
"Case 10 (WS, K=256)",21,-133.054535,254.079147,0.212638,3483.860352
"Case 10 (WS, K=256)",22,-135.500580,265.191528,-0.107701,-1764.574829
"Case 10 (WS, K=256)",23,-134.076523,266.285248,0.482563,7906.319336
"Case 10 (WS, K=256)",24,-133.994385,262.567200,0.580661,9513.556641
"Case 10 (WS, K=256)",25,-130.069107,260.650238,0.208974,3423.829102
"Case 10 (WS, K=256)",26,-128.533630,265.365112,0.234469,3841.538574
"Case 10 (WS, K=256)",27,-137.051910,267.974854,0.154050,2523.952637
"Case 10 (WS, K=256)",28,-136.339157,256.586609,-0.296233,-4853.475586
"Case 10 (WS, K=256)",29,-134.967590,263.534271,-0.204704,-3353.871582
"Case 10 (WS, K=256)",30,-130.773972,260.376465,0.406051,6652.742676
"Case 10 (WS, K=256)",31,-133.832504,254.462631,0.300559,4924.359375
"Case 10 (WS, K=256)",32,-132.720490,265.235291,0.241088,3949.988281
"Case 10 (WS, K=256)",33,-133.354813,268.857605,0.276113,4523.840820
"Case 10 (WS, K=256)",34,-138.715073,266.296387,0.152585,2499.951416
"Case 10 (WS, K=256)",35,-135.139664,258.720398,-0.282075,-4621.523438
"Case 10 (WS, K=256)",36,-136.539276,264.143005,-0.170702,-2796.776611
"Case 10 (WS, K=256)",37,-125.981621,257.464478,0.239123,3917.792969
"Case 10 (WS, K=256)",38,-131.047302,262.294617,0.421842,6911.463379
"Case 10 (WS, K=256)",39,-134.826965,270.228088,0.461479,7560.875977
"Case 10 (WS, K=256)",40,-134.494873,279.912079,0.291630,4778.066895
"Case 10 (WS, K=256)",41,-133.086929,260.247284,0.265138,4344.020508
"Case 10 (WS, K=256)",42,-133.730774,254.976837,0.302270,4952.385742
"Case 10 (WS, K=256)",43,-132.685074,254.439026,-0.127193,-2083.924561
"Case 10 (WS, K=256)",44,-125.919952,251.787369,0.367090,6014.400879
"Case 10 (WS, K=256)",45,-133.310715,262.721893,0.429469,7036.421875
"Case 10 (WS, K=256)",46,-135.961761,266.312225,0.362980,5947.056152
"Case 10 (WS, K=256)",47,-134.966141,273.703094,0.317197,5196.948242
"Case 10 (WS, K=256)",48,-137.051910,259.129028,0.107011,1753.262451
"Case 10 (WS, K=256)",49,-141.706619,257.060394,-0.240197,-3935.388916
"Case 10 (WS, K=256)",50,-128.410461,250.852890,-0.176433,-2890.676514
"Case 10 (WS, K=256)",51,-126.653084,254.744598,0.224789,3682.944336
"Case 10 (WS, K=256)",52,-135.190323,268.135498,0.482443,7904.353516
"Case 10 (WS, K=256)",53,-132.749298,270.112030,0.083729,1371.820312
"Case 10 (WS, K=256)",54,-134.076843,269.720490,0.323833,5305.676758
"Case 10 (WS, K=256)",55,-135.987396,263.243530,0.225385,3692.715332
"Case 10 (WS, K=256)",56,-134.497559,259.383118,-0.301748,-4943.840820
"Case 10 (WS, K=256)",57,-128.991287,253.963745,-0.081626,-1337.359009
"Case 10 (WS, K=256)",58,-130.653473,256.018463,0.117902,1931.714355
"Case 10 (WS, K=256)",59,-139.651764,269.856415,0.471366,7722.859375
"Case 10 (WS, K=256)",60,-137.651917,265.899689,0.356190,5835.820312
"Case 10 (WS, K=256)",61,-134.494873,275.486389,0.271414,4446.846680
"Case 10 (WS, K=256)",62,-129.151932,258.853577,0.345232,5656.273926
"Case 10 (WS, K=256)",63,-132.926483,264.409607,0.301020,4931.918457
"Case 10 (WS, K=256)",64,-130.865555,251.642609,-0.033456,-548.143433
"Case 10 (WS, K=256)",65,-139.394165,262.702698,0.244436,4004.833252
"Case 10 (WS, K=256)",66,-136.396790,274.064575,0.423230,6934.207520
"Case 10 (WS, K=256)",67,-136.728500,265.420227,0.428735,7024.393555
"Case 10 (WS, K=256)",68,-132.757034,271.143402,0.186533,3056.155029
"Case 10 (WS, K=256)",69,-126.448807,267.325073,0.251837,4126.091309
"Case 10 (WS, K=256)",70,-132.778564,263.720764,0.361985,5930.757324
"Case 10 (WS, K=256)",71,-133.091339,254.754669,-0.686695,-11250.809570
"Case 10 (WS, K=256)",72,-142.798996,260.329590,0.169380,2775.113770
"Case 10 (WS, K=256)",73,-135.409821,265.430969,0.326046,5341.937012
"Case 10 (WS, K=256)",74,-135.260269,258.715546,0.182141,2984.194824
"Case 10 (WS, K=256)",75,-128.920441,259.293579,0.161817,2651.204590
"Case 10 (WS, K=256)",76,-125.934837,256.955505,0.397761,6516.922852
"Case 10 (WS, K=256)",77,-133.251694,261.218506,0.257478,4218.521484
"Case 10 (WS, K=256)",78,-133.505463,255.337570,-0.578862,-9484.070312
"Case 10 (WS, K=256)",79,-136.598450,260.630066,0.023102,378.508972
"Case 10 (WS, K=256)",80,-137.727570,267.245209,0.377633,6187.144531
"Case 10 (WS, K=256)",81,-137.651917,263.555573,0.474350,7771.752930
"Case 10 (WS, K=256)",82,-128.693054,266.131165,0.223526,3662.252686
"Case 10 (WS, K=256)",83,-126.989655,257.718109,0.472528,7741.902344
"Case 10 (WS, K=256)",84,-133.505554,268.734894,0.149220,2444.824463
"Case 10 (WS, K=256)",85,-133.054535,254.079147,0.212638,3483.860352
"Case 10 (WS, K=256)",86,-135.500580,265.191528,-0.107701,-1764.574829
"Case 10 (WS, K=256)",87,-134.076523,266.285248,0.482563,7906.319336
"Case 10 (WS, K=256)",88,-133.994385,262.567200,0.580661,9513.556641
"Case 10 (WS, K=256)",89,-130.069107,260.650238,0.208974,3423.829102
"Case 10 (WS, K=256)",90,-128.533630,265.365112,0.234469,3841.538574
"Case 10 (WS, K=256)",91,-137.051910,267.974854,0.154050,2523.952637
"Case 10 (WS, K=256)",92,-136.339157,256.586609,-0.296233,-4853.475586
"Case 10 (WS, K=256)",93,-134.967590,263.534271,-0.204704,-3353.871582
"Case 10 (WS, K=256)",94,-130.773972,260.376465,0.406051,6652.742676
"Case 10 (WS, K=256)",95,-133.832504,254.462631,0.300559,4924.359375
"Case 10 (WS, K=256)",96,-132.720490,265.235291,0.241088,3949.988281
"Case 10 (WS, K=256)",97,-133.354813,268.857605,0.276113,4523.840820
"Case 10 (WS, K=256)",98,-138.715073,266.296387,0.152585,2499.951416
"Case 10 (WS, K=256)",99,-135.139664,258.720398,-0.282075,-4621.523438
"Case 10 (WS, K=256)",100,-136.539276,264.143005,-0.170702,-2796.776611
"Case 10 (WS, K=256)",101,-125.981621,257.464478,0.239123,3917.792969
"Case 10 (WS, K=256)",102,-131.047302,262.294617,0.421842,6911.463379
"Case 10 (WS, K=256)",103,-134.826965,270.228088,0.461479,7560.875977
"Case 10 (WS, K=256)",104,-134.494873,279.912079,0.291630,4778.066895
"Case 10 (WS, K=256)",105,-133.086929,260.247284,0.265138,4344.020508
"Case 10 (WS, K=256)",106,-133.730774,254.976837,0.302270,4952.385742
"Case 10 (WS, K=256)",107,-132.685074,254.439026,-0.127193,-2083.924561
"Case 10 (WS, K=256)",108,-125.919952,251.787369,0.367090,6014.400879
"Case 10 (WS, K=256)",109,-133.310715,262.721893,0.429469,7036.421875
"Case 10 (WS, K=256)",110,-135.961761,266.312225,0.362980,5947.056152
"Case 10 (WS, K=256)",111,-134.966141,273.703094,0.317197,5196.948242
"Case 10 (WS, K=256)",112,-137.051910,259.129028,0.107011,1753.262451
"Case 10 (WS, K=256)",113,-141.706619,257.060394,-0.240197,-3935.388916
"Case 10 (WS, K=256)",114,-128.410461,250.852890,-0.176433,-2890.676514
"Case 10 (WS, K=256)",115,-126.653084,254.744598,0.224789,3682.944336
"Case 10 (WS, K=256)",116,-135.190323,268.135498,0.482443,7904.353516
"Case 10 (WS, K=256)",117,-132.749298,270.112030,0.083729,1371.820312
"Case 10 (WS, K=256)",118,-134.076843,269.720490,0.323833,5305.676758
"Case 10 (WS, K=256)",119,-135.987396,263.243530,0.225385,3692.715332
"Case 10 (WS, K=256)",120,-134.497559,259.383118,-0.301748,-4943.840820
"Case 10 (WS, K=256)",121,-128.991287,253.963745,-0.081626,-1337.359009
"Case 10 (WS, K=256)",122,-130.653473,256.018463,0.117902,1931.714355
"Case 10 (WS, K=256)",123,-139.651764,269.856415,0.471366,7722.859375
"Case 10 (WS, K=256)",124,-137.651917,265.899689,0.356190,5835.820312
"Case 10 (WS, K=256)",125,-134.494873,275.486389,0.271414,4446.846680
"Case 10 (WS, K=256)",126,-129.151932,258.853577,0.345232,5656.273926
"Case 10 (WS, K=256)",127,-132.926483,264.409607,0.301020,4931.918457
"Case 10 (WS, K=256)",128,-130.865555,251.642609,-0.033456,-548.143433
"Case 10 (WS, K=256)",129,-139.394165,262.702698,0.244436,4004.833252
"Case 10 (WS, K=256)",130,-136.396790,274.064575,0.423230,6934.207520
"Case 10 (WS, K=256)",131,-136.728500,265.420227,0.428735,7024.393555
"Case 10 (WS, K=256)",132,-132.757034,271.143402,0.186533,3056.155029
"Case 10 (WS, K=256)",133,-126.448807,267.325073,0.251837,4126.091309
"Case 10 (WS, K=256)",134,-132.778564,263.720764,0.361985,5930.757324
"Case 10 (WS, K=256)",135,-133.091339,254.754669,-0.686695,-11250.809570
"Case 10 (WS, K=256)",136,-142.798996,260.329590,0.169380,2775.113770
"Case 10 (WS, K=256)",137,-135.409821,265.430969,0.326046,5341.937012
"Case 10 (WS, K=256)",138,-135.260269,258.715546,0.182141,2984.194824
"Case 10 (WS, K=256)",139,-128.920441,259.293579,0.161817,2651.204590
"Case 10 (WS, K=256)",140,-125.934837,256.955505,0.397761,6516.922852
"Case 10 (WS, K=256)",141,-133.251694,261.218506,0.257478,4218.521484
"Case 10 (WS, K=256)",142,-133.505463,255.337570,-0.578862,-9484.070312
"Case 10 (WS, K=256)",143,-136.598450,260.630066,0.023102,378.508972
"Case 10 (WS, K=256)",144,-137.727570,267.245209,0.377633,6187.144531
"Case 10 (WS, K=256)",145,-137.651917,263.555573,0.474350,7771.752930
"Case 10 (WS, K=256)",146,-128.693054,266.131165,0.223526,3662.252686
"Case 10 (WS, K=256)",147,-126.989655,257.718109,0.472528,7741.902344
"Case 10 (WS, K=256)",148,-133.505554,268.734894,0.149220,2444.824463
"Case 10 (WS, K=256)",149,-133.054535,254.079147,0.212638,3483.860352
"Case 10 (WS, K=256)",150,-135.500580,265.191528,-0.107701,-1764.574829
"Case 10 (WS, K=256)",151,-134.076523,266.285248,0.482563,7906.319336
"Case 10 (WS, K=256)",152,-133.994385,262.567200,0.580661,9513.556641
"Case 10 (WS, K=256)",153,-130.069107,260.650238,0.208974,3423.829102
"Case 10 (WS, K=256)",154,-128.533630,265.365112,0.234469,3841.538574
"Case 10 (WS, K=256)",155,-137.051910,267.974854,0.154050,2523.952637
"Case 10 (WS, K=256)",156,-136.339157,256.586609,-0.296233,-4853.475586
"Case 10 (WS, K=256)",157,-134.967590,263.534271,-0.204704,-3353.871582
"Case 10 (WS, K=256)",158,-130.773972,260.376465,0.406051,6652.742676
"Case 10 (WS, K=256)",159,-133.832504,254.462631,0.300559,4924.359375
"Case 10 (WS, K=256)",160,-132.720490,265.235291,0.241088,3949.988281
"Case 10 (WS, K=256)",161,-133.354813,268.857605,0.276113,4523.840820
"Case 10 (WS, K=256)",162,-138.715073,266.296387,0.152585,2499.951416
"Case 10 (WS, K=256)",163,-135.139664,258.720398,-0.282075,-4621.523438
"Case 10 (WS, K=256)",164,-136.539276,264.143005,-0.170702,-2796.776611
"Case 10 (WS, K=256)",165,-125.981621,257.464478,0.239123,3917.792969
"Case 10 (WS, K=256)",166,-131.047302,262.294617,0.421842,6911.463379
"Case 10 (WS, K=256)",167,-134.826965,270.228088,0.461479,7560.875977
"Case 10 (WS, K=256)",168,-134.494873,279.912079,0.291630,4778.066895
"Case 10 (WS, K=256)",169,-133.086929,260.247284,0.265138,4344.020508
"Case 10 (WS, K=256)",170,-133.730774,254.976837,0.302270,4952.385742
"Case 10 (WS, K=256)",171,-132.685074,254.439026,-0.127193,-2083.924561
"Case 10 (WS, K=256)",172,-125.919952,251.787369,0.367090,6014.400879
"Case 10 (WS, K=256)",173,-133.310715,262.721893,0.429469,7036.421875
"Case 10 (WS, K=256)",174,-135.961761,266.312225,0.362980,5947.056152
"Case 10 (WS, K=256)",175,-134.966141,273.703094,0.317197,5196.948242
"Case 10 (WS, K=256)",176,-137.051910,259.129028,0.107011,1753.262451
"Case 10 (WS, K=256)",177,-141.706619,257.060394,-0.240197,-3935.388916
"Case 10 (WS, K=256)",178,-128.410461,250.852890,-0.176433,-2890.676514
"Case 10 (WS, K=256)",179,-126.653084,254.744598,0.224789,3682.944336
"Case 10 (WS, K=256)",180,-135.190323,268.135498,0.482443,7904.353516
"Case 10 (WS, K=256)",181,-132.749298,270.112030,0.083729,1371.820312
"Case 10 (WS, K=256)",182,-134.076843,269.720490,0.323833,5305.676758
"Case 10 (WS, K=256)",183,-135.987396,263.243530,0.225385,3692.715332
"Case 10 (WS, K=256)",184,-134.497559,259.383118,-0.301748,-4943.840820
"Case 10 (WS, K=256)",185,-128.991287,253.963745,-0.081626,-1337.359009
"Case 10 (WS, K=256)",186,-130.653473,256.018463,0.117902,1931.714355
"Case 10 (WS, K=256)",187,-139.651764,269.856415,0.471366,7722.859375
"Case 10 (WS, K=256)",188,-137.651917,265.899689,0.356190,5835.820312
"Case 10 (WS, K=256)",189,-134.494873,275.486389,0.271414,4446.846680
"Case 10 (WS, K=256)",190,-129.151932,258.853577,0.345232,5656.273926
"Case 10 (WS, K=256)",191,-132.926483,264.409607,0.301020,4931.918457
"Case 10 (WS, K=256)",192,-130.865555,251.642609,-0.033456,-548.143433
"Case 10 (WS, K=256)",193,-139.394165,262.702698,0.244436,4004.833252
"Case 10 (WS, K=256)",194,-136.396790,274.064575,0.423230,6934.207520
"Case 10 (WS, K=256)",195,-136.728500,265.420227,0.428735,7024.393555
"Case 10 (WS, K=256)",196,-132.757034,271.143402,0.186533,3056.155029
"Case 10 (WS, K=256)",197,-126.448807,267.325073,0.251837,4126.091309
"Case 10 (WS, K=256)",198,-132.778564,263.720764,0.361985,5930.757324
"Case 10 (WS, K=256)",199,-133.091339,254.754669,-0.686695,-11250.809570
"Case 10 (WS, K=256)",200,-142.798996,260.329590,0.169380,2775.113770
"Case 10 (WS, K=256)",201,-135.409821,265.430969,0.326046,5341.937012
"Case 10 (WS, K=256)",202,-135.260269,258.715546,0.182141,2984.194824
"Case 10 (WS, K=256)",203,-128.920441,259.293579,0.161817,2651.204590
"Case 10 (WS, K=256)",204,-125.934837,256.955505,0.397761,6516.922852
"Case 10 (WS, K=256)",205,-133.251694,261.218506,0.257478,4218.521484
"Case 10 (WS, K=256)",206,-133.505463,255.337570,-0.578862,-9484.070312
"Case 10 (WS, K=256)",207,-136.598450,260.630066,0.023102,378.508972
"Case 10 (WS, K=256)",208,-137.727570,267.245209,0.377633,6187.144531
"Case 10 (WS, K=256)",209,-137.651917,263.555573,0.474350,7771.752930
"Case 10 (WS, K=256)",210,-128.693054,266.131165,0.223526,3662.252686
"Case 10 (WS, K=256)",211,-126.989655,257.718109,0.472528,7741.902344
"Case 10 (WS, K=256)",212,-133.505554,268.734894,0.149220,2444.824463
"Case 10 (WS, K=256)",213,-133.054535,254.079147,0.212638,3483.860352
"Case 10 (WS, K=256)",214,-135.500580,265.191528,-0.107701,-1764.574829
"Case 10 (WS, K=256)",215,-134.076523,266.285248,0.482563,7906.319336
